ID,Age,Attrition,AttritionBinary,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,DailyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
639,24,No,0,Travel_Rarely,Research & Development,23,3,Medical,1,639,2,Male,89,4,1,Research Scientist,4,Married,2725,21630,691,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4
641,30,No,0,Travel_Rarely,Research & Development,24,1,Life Sciences,1,11,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1358,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0
642,40,No,0,Travel_Rarely,Research & Development,12,3,Life Sciences,1,1829,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448,10748,750,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7
643,55,No,0,Non-Travel,Research & Development,2,1,Medical,1,1074,3,Male,40,2,4,Manager,1,Single,16756,17323,444,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2
646,40,No,0,Travel_Rarely,Sales,4,4,Marketing,1,215,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,630,7,Y,No,11,3,1,80,1,15,2,2,12,11,2,11
648,26,No,0,Travel_Rarely,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,390,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2
649,35,No,0,Travel_Rarely,Sales,1,4,Marketing,1,100,3,Male,32,2,2,Sales Executive,1,Single,4312,23016,776,0,Y,No,14,3,2,80,0,16,2,3,15,13,2,8
651,35,No,0,Travel_Rarely,Research & Development,1,3,Medical,1,1564,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,992,1,Y,No,19,3,2,80,0,3,3,3,3,0,1,2
652,60,No,0,Travel_Rarely,Sales,7,4,Marketing,1,1233,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,696,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9
653,40,No,0,Travel_Frequently,Research & Development,9,4,Medical,1,1166,2,Female,88,3,3,Research Director,3,Single,13499,13782,593,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13
654,48,No,0,Travel_Rarely,Sales,29,1,Medical,1,473,1,Female,91,3,3,Manager,3,Married,12504,23978,530,3,Y,No,21,4,2,80,1,15,3,1,0,0,0,0
656,26,No,0,Travel_Frequently,Research & Development,11,2,Medical,1,390,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,496,1,Y,Yes,13,3,3,80,1,5,3,3,5,3,3,3
657,51,No,0,Travel_Rarely,Research & Development,8,4,Life Sciences,1,296,2,Male,81,2,3,Research Director,2,Married,12490,15736,1469,5,Y,No,16,3,4,80,2,16,5,1,10,9,4,7
658,54,No,0,Travel_Frequently,Research & Development,11,4,Medical,1,1520,2,Female,87,3,4,Manager,4,Divorced,16032,24456,1050,3,Y,No,20,4,1,80,1,26,2,3,14,9,1,12
659,41,No,0,Travel_Rarely,Research & Development,6,3,Medical,1,466,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,483,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2
660,36,No,0,Travel_Frequently,Research & Development,11,3,Life Sciences,1,85,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1195,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3
661,32,No,0,Travel_Frequently,Research & Development,24,4,Life Sciences,1,772,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,430,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7
662,34,No,0,Travel_Rarely,Research & Development,2,4,Life Sciences,1,579,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,1303,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7
663,46,No,0,Travel_Rarely,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368,5596,1277,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3
664,35,No,0,Travel_Rarely,Research & Development,10,3,Other,1,1028,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,802,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2
665,34,No,0,Non-Travel,Sales,23,4,Marketing,1,60,2,Male,72,3,2,Sales Executive,3,Single,4568,10034,1065,0,Y,No,20,4,3,80,0,10,2,3,9,5,8,7
666,29,No,0,Travel_Frequently,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,461,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2
667,29,No,0,Travel_Frequently,Sales,1,1,Medical,1,312,2,Female,42,3,3,Sales Executive,4,Married,7918,6599,1413,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1
670,54,No,0,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1250,4,Male,85,3,4,Research Director,4,Married,17779,23474,685,3,Y,No,14,3,1,80,0,36,2,3,10,9,0,9
671,37,No,0,Travel_Rarely,Research & Development,7,4,Medical,1,102,1,Male,30,3,3,Research Director,3,Single,13664,25258,397,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2
672,33,No,0,Travel_Rarely,Sales,2,4,Medical,1,1670,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,392,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4
673,28,No,0,Travel_Frequently,Sales,7,3,Life Sciences,1,1507,3,Male,55,3,2,Sales Executive,1,Single,4898,11827,467,0,Y,No,14,3,4,80,0,5,5,3,4,2,1,3
675,27,No,0,Travel_Rarely,Research & Development,8,3,Medical,1,1647,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,486,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2
676,46,No,0,Travel_Rarely,Sales,4,2,Marketing,1,1280,4,Female,33,2,5,Manager,2,Married,18789,9946,168,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8
677,36,No,0,Travel_Rarely,Research & Development,1,3,Other,1,823,3,Female,35,3,2,Manufacturing Director,2,Married,5228,23361,676,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5
678,40,No,0,Travel_Frequently,Research & Development,11,3,Technical Degree,1,1985,4,Female,73,3,2,Laboratory Technician,3,Married,6323,26849,692,1,Y,No,11,3,1,80,1,10,2,4,10,9,9,4
679,36,No,0,Travel_Frequently,Research & Development,4,2,Life Sciences,1,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,9192,688,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2
680,31,No,0,Travel_Rarely,Sales,7,4,Life Sciences,1,941,2,Male,41,2,1,Sales Representative,3,Married,2329,11737,154,3,Y,No,15,3,2,80,0,13,2,4,7,7,5,2
681,25,No,0,Travel_Rarely,Sales,4,1,Marketing,1,885,3,Male,87,2,2,Sales Executive,1,Married,4256,18154,583,1,Y,No,12,3,1,80,0,5,1,4,5,2,0,3
682,43,No,0,Travel_Frequently,Research & Development,21,3,Medical,1,525,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,313,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2
683,36,No,0,Travel_Rarely,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,1351,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2
684,57,No,0,Travel_Rarely,Research & Development,24,2,Life Sciences,1,223,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,334,3,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4
685,28,No,0,Travel_Rarely,Research & Development,21,3,Medical,1,221,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,440,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2
686,31,No,0,Travel_Rarely,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1274,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8
688,33,No,0,Travel_Rarely,Research & Development,4,4,Medical,1,305,3,Female,47,2,1,Research Scientist,2,Married,2622,13248,147,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1
690,38,No,0,Non-Travel,Human Resources,2,3,Human Resources,1,1805,1,Male,100,3,1,Human Resources,2,Divorced,2592,7129,1336,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8
691,38,No,0,Travel_Frequently,Human Resources,10,4,Human Resources,1,1563,3,Male,71,3,2,Human Resources,3,Married,6077,14814,888,3,Y,No,11,3,3,80,0,10,2,3,6,3,1,2
693,42,No,0,Travel_Rarely,Research & Development,2,4,Other,1,477,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,1332,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0
695,37,No,0,Travel_Frequently,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1278,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3
696,47,No,0,Travel_Rarely,Sales,2,4,Life Sciences,1,925,4,Female,65,2,1,Sales Representative,4,Single,3294,13137,1454,1,Y,Yes,18,3,1,80,0,3,3,2,3,2,1,2
697,48,No,0,Travel_Frequently,Research & Development,4,5,Medical,1,1644,3,Male,89,2,4,Manager,4,Married,15202,5602,365,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2
698,36,No,0,Travel_Rarely,Research & Development,5,2,Life Sciences,1,304,4,Male,62,3,2,Laboratory Technician,2,Single,5914,9945,1396,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7
700,46,No,0,Travel_Rarely,Research & Development,15,2,Life Sciences,1,1217,4,Male,52,3,5,Research Director,2,Married,19081,10849,1450,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3
701,29,No,0,Travel_Rarely,Human Resources,6,1,Medical,1,1865,4,Male,87,2,1,Human Resources,2,Married,2804,15434,352,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0
702,34,No,0,Travel_Rarely,Sales,9,1,Life Sciences,1,1163,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1400,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3
703,35,No,0,Non-Travel,Sales,8,2,Marketing,1,1243,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,1212,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12
705,59,No,0,Travel_Rarely,Human Resources,6,2,Medical,1,321,2,Male,52,3,1,Human Resources,3,Married,2267,25657,818,8,Y,No,17,3,4,80,0,7,2,2,2,2,2,2
706,41,No,0,Non-Travel,Sales,10,2,Life Sciences,1,599,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,267,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10
707,54,No,0,Travel_Rarely,Research & Development,7,4,Medical,1,1830,4,Female,68,3,2,Research Scientist,4,Married,6854,15696,431,4,Y,No,15,3,2,80,1,14,2,2,7,1,1,7
708,31,No,0,Travel_Rarely,Human Resources,8,2,Medical,1,1461,4,Female,96,4,1,Human Resources,2,Single,2109,24609,1398,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2
709,38,No,0,Travel_Rarely,Research & Development,6,2,Other,1,1782,4,Female,40,2,1,Laboratory Technician,3,Married,3702,16376,1153,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4
710,50,No,0,Non-Travel,Research & Development,2,4,Life Sciences,1,905,1,Male,98,3,4,Manager,1,Divorced,17924,4544,881,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7
711,30,No,0,Travel_Rarely,Research & Development,17,4,Medical,1,1321,2,Female,95,3,3,Manager,1,Married,11916,25927,634,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8
712,57,No,0,Travel_Rarely,Sales,29,3,Marketing,1,568,1,Male,56,2,4,Manager,4,Divorced,14118,22102,210,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0
713,48,No,0,Travel_Rarely,Research & Development,2,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,969,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0
714,36,No,0,Travel_Frequently,Sales,3,4,Medical,1,481,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,541,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,12
715,36,No,0,Non-Travel,Sales,8,4,Life Sciences,1,789,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1434,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9
717,30,No,0,Travel_Rarely,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,852,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4
718,28,No,0,Travel_Rarely,Research & Development,10,3,Other,1,1097,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,857,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7
720,28,No,0,Travel_Rarely,Research & Development,3,3,Medical,1,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,950,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7
721,37,No,0,Travel_Rarely,Research & Development,3,3,Other,1,689,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,482,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8
722,37,No,0,Travel_Rarely,Research & Development,19,3,Life Sciences,1,1631,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,671,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2
723,34,No,0,Travel_Frequently,Research & Development,1,4,Other,1,1431,4,Male,91,3,1,Research Scientist,1,Divorced,2996,20284,560,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3
724,36,No,0,Travel_Rarely,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,796,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8
725,42,No,0,Travel_Rarely,Research & Development,8,3,Life Sciences,1,1860,4,Male,81,3,1,Laboratory Technician,3,Single,3968,13624,1142,4,Y,No,13,3,4,80,0,8,3,3,0,0,0,0
726,25,No,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,350,1,Female,62,3,2,Manufacturing Director,3,Married,4898,7505,685,0,Y,No,12,3,4,80,2,5,3,3,4,2,1,2
727,37,No,0,Travel_Frequently,Sales,21,2,Medical,1,900,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,1231,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0
728,34,No,0,Travel_Frequently,Research & Development,10,4,Medical,1,277,4,Male,43,3,1,Research Scientist,3,Divorced,3815,5972,878,1,Y,Yes,17,3,4,80,1,5,4,4,5,3,2,0
730,22,No,0,Travel_Rarely,Research & Development,2,1,Technical Degree,1,169,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,594,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1
731,43,No,0,Travel_Rarely,Research & Development,8,3,Life Sciences,1,920,1,Female,55,3,2,Manufacturing Director,2,Divorced,4765,23814,177,4,Y,No,21,4,3,80,1,4,2,4,1,0,0,0
735,34,No,0,Travel_Rarely,Research & Development,7,4,Medical,1,1577,1,Male,35,3,1,Research Scientist,4,Single,2972,22061,479,1,Y,No,13,3,3,80,0,1,4,1,1,0,0,0
736,27,No,0,Travel_Rarely,Sales,2,2,Medical,1,1898,1,Female,89,4,2,Sales Executive,3,Single,6500,26997,511,0,Y,No,14,3,2,80,0,9,5,2,8,7,0,7
737,39,No,0,Travel_Rarely,Sales,24,1,Marketing,1,2056,2,Female,60,2,4,Sales Executive,4,Married,12031,8828,722,0,Y,No,11,3,1,80,1,21,2,2,20,9,9,6
738,59,No,0,Travel_Rarely,Sales,3,3,Life Sciences,1,1254,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,326,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5
739,35,No,0,Travel_Rarely,Sales,18,3,Medical,1,975,3,Female,86,3,2,Sales Executive,3,Married,4601,6179,1219,1,Y,No,16,3,2,80,0,5,3,3,5,2,1,0
740,35,No,0,Travel_Rarely,Research & Development,25,2,Other,1,652,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,538,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2
741,25,No,0,Travel_Rarely,Sales,28,3,Life Sciences,1,183,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,959,2,Y,No,18,3,4,80,0,6,3,3,2,2,2,2
742,31,No,0,Travel_Rarely,Sales,7,3,Life Sciences,1,613,3,Male,44,2,3,Manager,4,Divorced,11557,25291,688,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1
743,37,No,0,Travel_Rarely,Research & Development,13,3,Medical,1,1543,1,Male,47,3,2,Research Scientist,4,Married,4285,3031,674,1,Y,No,17,3,1,80,0,10,2,3,10,8,3,7
744,23,No,0,Travel_Rarely,Research & Development,4,1,Medical,1,1735,3,Female,51,3,1,Laboratory Technician,2,Single,3295,12862,160,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2
745,25,No,0,Travel_Rarely,Sales,8,2,Other,1,2018,1,Female,85,3,2,Sales Executive,3,Divorced,4907,13684,1382,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4
746,24,No,0,Travel_Rarely,Research & Development,21,2,Technical Degree,1,1551,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296,10036,350,0,Y,No,14,3,2,80,3,2,3,3,1,1,0,0
748,34,No,0,Travel_Frequently,Research & Development,1,3,Medical,1,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,669,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9
749,24,No,0,Travel_Rarely,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,506,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2
750,33,No,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,242,3,Male,90,3,1,Research Scientist,4,Single,2500,10515,134,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2
753,50,No,0,Travel_Frequently,Research & Development,20,5,Medical,1,1606,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,1234,2,Y,Yes,15,3,3,80,1,32,3,3,30,8,12,13
755,54,No,0,Travel_Rarely,Research & Development,2,4,Technical Degree,1,126,1,Female,60,3,3,Research Director,3,Married,13549,24001,1217,9,Y,No,12,3,1,80,1,16,5,1,4,3,0,3
756,44,No,0,Non-Travel,Research & Development,24,3,Medical,1,744,1,Male,49,1,1,Laboratory Technician,3,Single,3708,2104,381,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4
757,35,No,0,Travel_Rarely,Research & Development,21,1,Life Sciences,1,942,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1137,1,Y,Yes,25,4,4,80,1,10,2,1,10,6,0,7
758,49,No,0,Travel_Rarely,Research & Development,5,4,Technical Degree,1,1473,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,1495,2,Y,No,14,3,2,80,1,20,0,2,3,2,1,2
759,38,No,0,Travel_Rarely,Research & Development,4,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,1495,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0
762,47,No,0,Travel_Rarely,Research & Development,2,2,Other,1,820,3,Female,33,3,4,Manager,4,Married,16752,12982,202,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0
763,41,No,0,Non-Travel,Sales,10,2,Medical,1,1329,3,Male,40,1,2,Sales Executive,2,Single,6151,22074,256,1,Y,No,13,3,1,80,0,19,4,3,19,2,11,9
764,50,No,0,Non-Travel,Sales,1,3,Life Sciences,1,1040,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,145,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13
765,34,No,0,Travel_Rarely,Human Resources,3,2,Human Resources,1,847,3,Male,88,3,1,Human Resources,4,Married,3737,2243,829,0,Y,No,19,3,3,80,1,4,1,1,3,2,0,2
766,45,No,0,Travel_Rarely,Research & Development,5,5,Medical,1,1611,3,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1015,1,Y,Yes,14,3,1,80,0,10,3,3,10,7,1,4
767,41,No,0,Travel_Rarely,Research & Development,7,2,Technical Degree,1,1085,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,509,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8
768,40,No,0,Non-Travel,Sales,28,3,Other,1,615,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,1094,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1
769,46,No,0,Travel_Rarely,Research & Development,2,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,150,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4
770,45,No,0,Non-Travel,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1050,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12
771,33,No,0,Travel_Frequently,Sales,10,3,Marketing,1,446,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,508,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1
772,46,No,0,Travel_Rarely,Sales,1,2,Marketing,1,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,526,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7
773,39,No,0,Travel_Frequently,Research & Development,2,4,Technical Degree,1,343,3,Female,64,3,3,Healthcare Representative,3,Single,10938,6420,505,0,Y,No,25,4,4,80,0,20,1,3,19,6,11,8
775,42,No,0,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1547,4,Male,40,3,3,Healthcare Representative,4,Married,10124,18611,288,2,Y,Yes,14,3,3,80,1,24,3,1,20,8,13,9
776,23,No,0,Travel_Rarely,Research & Development,10,1,Medical,1,784,1,Male,79,4,1,Research Scientist,3,Single,3505,19630,310,1,Y,No,18,3,4,80,0,2,3,3,2,2,0,2
777,30,No,0,Travel_Rarely,Human Resources,1,3,Life Sciences,1,1499,3,Male,46,3,1,Human Resources,3,Divorced,2064,15428,330,0,Y,No,21,4,1,80,1,6,3,4,5,3,1,3
778,32,No,0,Non-Travel,Sales,2,1,Life Sciences,1,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,862,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0
779,26,No,0,Non-Travel,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,786,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7
782,39,No,0,Travel_Rarely,Research & Development,2,4,Technical Degree,1,721,4,Female,80,2,2,Healthcare Representative,3,Single,4553,20978,408,1,Y,No,11,3,1,80,0,20,4,3,20,7,11,10
783,33,No,0,Travel_Rarely,Human Resources,3,2,Human Resources,1,910,4,Male,57,3,1,Human Resources,2,Divorced,2277,22650,1075,3,Y,Yes,11,3,3,80,1,7,4,4,4,3,0,3
784,33,No,0,Travel_Frequently,Sales,25,3,Medical,1,1220,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1146,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1
785,47,No,0,Non-Travel,Sales,2,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,Married,4978,3536,543,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0
786,31,No,0,Travel_Rarely,Research & Development,8,5,Life Sciences,1,1430,1,Female,93,3,4,Research Director,2,Single,16422,8847,182,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0
787,51,No,0,Travel_Rarely,Research & Development,3,3,Technical Degree,1,1786,1,Female,53,3,3,Manager,3,Married,13116,22984,942,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2
789,55,No,0,Travel_Rarely,Research & Development,2,3,Medical,1,1770,3,Male,60,2,5,Research Director,1,Married,19038,19805,478,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0
790,25,No,0,Travel_Rarely,Research & Development,1,3,Medical,1,1303,4,Female,40,3,1,Research Scientist,2,Single,2096,18830,266,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1
791,49,No,0,Travel_Rarely,Research & Development,3,2,Medical,1,1509,3,Female,43,2,2,Laboratory Technician,1,Married,4789,23070,271,4,Y,No,25,4,1,80,1,10,3,3,3,2,1,2
792,34,No,0,Travel_Rarely,Research & Development,27,2,Medical,1,247,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,629,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2
793,38,No,0,Travel_Rarely,Research & Development,2,2,Medical,1,1638,4,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,397,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2
794,36,No,0,Travel_Rarely,Research & Development,8,3,Technical Degree,1,83,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,8202,1223,1,Y,No,13,3,2,80,3,17,2,3,17,14,12,8
795,49,No,0,Non-Travel,Research & Development,18,4,Life Sciences,1,275,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804,23793,1002,1,Y,Yes,15,3,1,80,2,7,0,3,7,7,1,7
797,45,No,0,Travel_Rarely,Research & Development,20,2,Medical,1,372,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,1385,0,Y,Yes,14,3,2,80,0,21,2,3,20,7,4,10
800,36,No,0,Travel_Rarely,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,1040,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4
801,33,No,0,Travel_Frequently,Sales,1,3,Life Sciences,1,52,3,Female,42,4,2,Sales Executive,1,Married,5376,3193,1141,2,Y,No,19,3,1,80,2,10,3,3,5,3,1,3
802,31,No,0,Travel_Rarely,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,828,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5
803,39,No,0,Travel_Rarely,Research & Development,10,1,Medical,1,429,3,Male,99,3,4,Manager,1,Married,17068,5355,117,1,Y,Yes,14,3,4,80,0,21,3,3,21,9,11,10
805,44,No,0,Non-Travel,Research & Development,23,3,Medical,1,132,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,489,4,Y,No,12,3,3,80,1,17,3,4,3,2,1,2
806,36,No,0,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321,25949,1383,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7
807,25,No,0,Travel_Rarely,Sales,18,1,Life Sciences,1,1399,1,Male,93,4,2,Sales Executive,3,Married,6232,12477,1372,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2
808,22,No,0,Travel_Rarely,Research & Development,19,1,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1256,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2
809,30,No,0,Travel_Rarely,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,793,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8
810,27,No,0,Travel_Rarely,Research & Development,17,3,Technical Degree,1,233,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,1157,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1
